FlightDateTime,Flight,z_1,u_1,T_a_1,p_a_1,h_r_1,e_a_1,q_1,rho_a_1,c_p_1,lambda_v_1,theta_a_1,theta_v_1,vpd_1,emissivity_1,z_2,u_2,T_a_2,p_a_2,h_r_2,e_a_2,q_2,rho_a_2,c_p_2,lambda_v_2,theta_a_2,theta_v_2,vpd_2,emissivity_2,SW_IN_mean
2021-03-01 13:00:00-08:00,2021-03-01 12:30:19-08:00,1.5,2.4601590351403297,293.44320058996954,99.96778318584121,22.672927728613587,0.5394435733171171,0.0033632806223424087,1.1867670236202439,1009.0306568003058,2453087.7534070816,293.4549018726582,294.056954295508,1.8397973424307459,0.7006190907338472,50.477784115837366,5.584334326909139,291.7844142167608,99.38836660816139,19.03022817025006,0.4084010412084887,0.0025598632588942774,1.1865966935647991,1008.2350325852831,2457004.1480342275,292.2737012472864,292.7300914799984,1.7376638275614074,0.6738575181248208,
2021-03-05 10:30:00-08:00,2021-03-05 10:06:20-08:00,1.5,1.47722814948204,291.2886037735855,100.05032452830166,53.671396226415105,1.1165676080228368,0.006970964246893336,1.1965298047239543,1012.6033458936985,2458174.7564905644,291.30030505627417,292.53899790338454,0.9638098118463021,0.7781679368298227,70.48277605779198,3.1640633248164836,289.8467120743035,99.23492445820541,48.87332094943226,0.9282321514589494,0.005838761482907362,1.1926828513555563,1011.4821254965232,2461579.0627925694,290.53106915974365,291.5658375456243,0.9710293135422993,0.7584378589891921,
2021-03-05 12:00:00-08:00,2021-03-05 11:33:19.300000-08:00,1.5,2.955584118487502,293.2601186239619,99.97351482799544,46.87139976275207,1.1026308903451967,0.006888901235131519,1.187573477888315,1012.5220788931508,2453520.009928826,293.27181990665053,294.5042154741049,1.2498290232190645,0.7760247340138721,70.4841699920195,5.88856943968493,291.3332122905025,99.17755566640041,45.539175977653585,0.9500448007563991,0.005979935259600794,1.1859112138323222,1011.6219298875826,2458069.4357821234,292.0175829682913,293.0827931751888,1.1361694979445551,0.7604027831310821,
2021-03-12 09:30:00-08:00,2021-03-12 09:18:13.600000-08:00,1.5,1.6247314259976606,287.4032423756017,100.06121990369164,50.380208667736746,0.8180676020950278,0.005101031535483529,1.2128389425507362,1010.7515515295894,2467348.094751204,287.4149436582903,288.3092724000261,0.8057200393779907,0.7457736706344775,65.47554048499774,4.676575327662739,286.0848438142213,99.33115926839278,49.3902609946569,0.736048557933317,0.004621995427781564,1.209538739087547,1010.2771620721321,2470460.8337546233,286.7203750005564,287.52875936056205,0.7542220806708072,0.7350851177394274,
2021-03-12 11:00:00-08:00,2021-03-12 10:42:18.700000-08:00,1.5,2.113250119528967,288.7599352517989,100.06047769784178,53.19058992805756,0.9425636834752478,0.005880140234868029,1.2071310888978481,1011.5231028745898,2464144.942870503,288.7716365344875,289.80742734287935,0.8294860056710909,0.7605077635474973,60.4760847240032,4.273487192991773,287.6190179717587,99.37127235772402,46.17669020111257,0.7603511841224597,0.004773112779266813,1.2035727342381521,1010.426813585308,2466838.6485686777,288.2057991204697,289.0449387780025,0.8862613834108886,0.7379402573962247,
2021-03-12 12:30:00-08:00,2021-03-12 12:05:09.500000-08:00,1.5,2.3566572618188726,289.01527472527494,100.00526773226758,47.71169830169835,0.8594048169010234,0.005362636264956785,1.2053995227623786,1011.0106186931868,2463542.086373626,289.0269760079636,289.9724433992492,0.9418406794690609,0.7504441865904223,55.47513936097595,5.838841691348841,287.77066168139544,99.36833990482737,50.17678450033988,0.8343505242383643,0.005239278565143564,1.2029026616970147,1010.8884575630616,2466480.6177702253,288.30867826727024,289.2301012489665,0.82847130172522,0.747739883998354,
2021-03-17 13:30:00-07:00,2021-03-17 13:07:53.200000-07:00,1.5,2.0499790355777088,289.2542192832762,99.88242747440222,48.114317406143314,0.8799860602950477,0.005498266891556635,1.2029242637498914,1011.1449337027086,2462977.9382721847,289.26592056596485,290.236101918646,0.9489623852724033,0.7528967324254913,60.4834631600071,4.252895861219914,288.0202589841382,99.1993208191127,43.762730375426706,0.7395056142128589,0.004649954298826563,1.1998163716735237,1010.304849742128,2465891.3185384492,288.60711208048707,289.42573810819636,0.9503012325466387,0.7348691797938909,
2021-03-17 15:00:00-07:00,2021-03-17 14:34:39.500000-07:00,1.5,3.0682389967555648,289.60957787481817,99.73631513828265,51.42198689956327,0.9620232184543178,0.006021559445877281,1.1996903346148706,1011.6631503192524,2462138.9366375543,289.6212791575068,290.685101924542,0.9088170124634964,0.7624110887606671,60.48235115661682,4.982532709682823,288.33079067121696,99.14428593098222,44.21249525976495,0.7621864503995217,0.0047956533903395215,1.197859135978212,1010.4491355524533,2465158.1532252566,288.91763292434416,289.7628177081203,0.9617299355031312,0.7379338426970234,
2021-03-18 09:30:00-07:00,2021-03-18 09:10:49.700000-07:00,1.5,1.5135071262249962,287.36692569208356,99.93130937348116,62.37577221952397,1.010470979991843,0.006313581566082621,1.2114164909504233,1011.9523398248917,2467433.8384409905,287.3786269747722,288.4854038998422,0.6095025193912396,0.7686344350762282,60.487213418397396,2.5031379520573553,286.84440008232104,99.24569294093477,56.85151471496186,0.8902723718551504,0.005598564980187271,1.2052972488358382,1011.2442588998795,2468667.52140564,287.4312897476979,288.41290342702274,0.6756883177038449,0.7550495859745026,
2021-03-18 11:00:00-07:00,2021-03-18 10:34:12-07:00,1.5,0.8747334587071619,289.5148407643312,100.01156505914444,70.71357597816183,1.3149829540538858,0.008219097569421779,1.20339327292765,1013.8393723229984,2462362.610955414,289.52654204701986,290.97812665481314,0.5446075642646708,0.7972603307950447,60.48172200453549,1.7674190444882585,288.9925984739123,99.32301237368564,53.32693751288923,0.9591573281470633,0.006028629140830771,1.1972695101459427,1011.6701514381647,2463595.625003093,289.57943459213425,290.6443524730944,0.8394783574578584,0.7623184272007376,
2021-03-18 12:30:00-07:00,2021-03-18 12:04:52.800000-07:00,1.5,2.9300451258529363,291.83031465848046,99.94289102072193,54.51141980046039,1.1732149311451339,0.007334110270653449,1.1930260393276597,1012.9629694010281,2456895.7770913276,291.8420159411691,293.1476608723477,0.9790220412905486,0.7834809204779856,60.484135490393456,4.529267658525595,290.44335085945346,99.26055429726998,50.30720323559168,0.9922860922988348,0.006241583808483625,1.1905399182818004,1011.8810404455414,2460170.3986208304,291.03021051174227,292.13826907606517,0.9801672115588631,0.7654775637527157,
2021-03-18 14:00:00-07:00,2021-03-18 13:39:14.200000-07:00,1.5,3.1176738779085875,291.20919191919194,99.96607828282811,50.664545454545426,1.048767276461009,0.006551527334029916,1.1958485979144142,1012.1879775188897,2458362.247878788,291.2208932018806,292.38473760353276,1.0212548012105032,0.7712651218505114,60.490508646997654,4.349341299739837,289.12890742624626,99.28378514750824,48.838341810783405,0.886109999923018,0.005570155695020015,1.1962327581297019,1011.2161251847783,2463273.7995666326,289.71582922362427,290.7002242120376,0.9282636398621207,0.7536896646311414,
2021-03-18 15:30:00-07:00,2021-03-18 15:07:13-07:00,1.5,3.656438801730242,290.5226321647196,99.93722148024473,54.30785754034502,1.0765788449073208,0.00672792317419347,1.1983284696436272,1012.3626623194037,2459983.215459097,290.53433344740824,291.72669597909703,0.9057841015733723,0.774415349602223,60.47567408252458,5.881507747188091,289.0354668187869,99.23066096216078,51.847655447803845,0.9351099019661169,0.005882432160939624,1.1959789757825194,1011.5253725689785,2463494.412840844,289.6222439633045,290.6614907167766,0.8684623018098325,0.7595421893793587,
2021-03-24 10:00:00-07:00,2021-03-24 09:35:34.100000-07:00,1.5,1.5111114447235032,290.0105171614092,99.56973051948009,41.88909554730986,0.8038997696458785,0.005037237120806451,1.196031461431698,1010.6883759207345,2461192.3189819125,290.02221844409786,290.91337396170707,1.1152148809388975,0.7429555826194867,60.48344614114542,2.3330613035142673,289.23616900536473,98.8838497730078,34.86460998761879,0.6369215935396935,0.00401614768438434,1.1909733772684037,1009.677191051846,2463020.554978334,289.8230219357615,290.53304489140294,1.1899211382903159,0.7189250155904575,
2021-03-24 11:30:00-07:00,2021-03-24 11:05:41.200000-07:00,1.5,1.3733968130989578,293.07686393525535,99.5628937784528,31.999752149721797,0.7442881603549744,0.004662973356413358,1.1834368633770143,1010.3177425148561,2453952.6742488616,293.088565217944,293.9222303620592,1.5816303557402986,0.7337197270951062,60.48061728394951,2.3888753542614274,292.200268817205,98.87869414575879,24.337465153325407,0.536045969901461,0.0033789407851136065,1.178831049773244,1009.0461650594981,2456022.315322579,292.78709416322033,293.3905734180523,1.6665086779403957,0.700411579125066,
2021-03-24 12:30:00-07:00,2021-03-24 11:58:32.200000-07:00,1.5,2.514847303662825,294.29191878980845,99.53414649681498,30.68769108280256,0.7693129294469792,0.004821609310774053,1.1782103584456485,1010.4748397004596,2451083.929737262,294.3036200724971,295.16922048808607,1.737597503700934,0.7367585983647844,60.48479452054548,4.881080553361397,292.34155766681334,98.84701038444545,28.409027839151587,0.6312604825920924,0.0039818518947054736,1.1778833393636157,1009.6432279313269,2455688.7323486535,292.9284237453506,293.6399262808037,1.5907813492024043,0.7169140972616055,
2021-03-24 13:00:00-07:00,2021-03-24 12:38:25.400000-07:00,1.5,3.824513067954053,293.794316037736,99.48287028301937,31.62228773584903,0.768848448717145,0.004821180651338854,1.17959790966496,1010.474415199021,2452258.7698349054,293.80601732042464,294.6700773708555,1.662501411671133,0.7368731559484492,60.48352398523934,5.6025889555520925,292.13058118081204,98.78152638376402,27.50035424354236,0.6030823053850365,0.003806226676202484,1.1779532452405543,1009.4693062774434,2456186.8478321023,292.717434870272,293.39706570487954,1.58991601036085,0.7123259495385982,
2021-03-24 14:30:00-07:00,2021-03-24 14:08:50.200000-07:00,1.5,4.01712885057668,293.2687328767125,99.37512328767103,30.965780060882825,0.728845915556704,0.004574610494157904,1.1804322306474992,1010.2302367723647,2453499.6716780816,293.2804341594011,294.09883684802156,1.624868133059854,0.7314570372165347,60.48213615023188,6.440358411261023,291.03538028168964,98.71062605633824,26.681166666666634,0.5463007839325451,0.003449592489794125,1.1815376227430172,1009.1161314426432,2458772.6171549303,291.6222204382748,292.23586690937816,1.5012138197487497,0.7027111314283087,
2021-03-26 11:30:00-07:00,2021-03-26 11:31:15.100000-07:00,1.5,2.6201730370951513,290.8650573248408,99.57211210191062,54.0034012738853,1.0939293186994634,0.006861976565181573,1.1925448194719117,1012.4954153924994,2459174.7496560505,290.87675860752944,292.09431220309114,0.9317381261184252,0.7760555099964459,60.47130019120477,3.05696614890431,289.0000191204587,98.88869980879537,54.40080305927341,0.9789366640867098,0.006180540765042938,1.1920034585949035,1011.8205895196221,2463578.104856597,289.5867536148607,290.6785332836579,0.8205526982671715,0.7645417688654955,
2021-03-26 12:30:00-07:00,2021-03-26 12:07:27.200000-07:00,1.5,2.000690840295988,292.2752085264132,99.5692845227069,49.433206672845266,1.0938935507913201,0.006861946938749045,1.1867574019442653,1012.4953860534431,2455845.3826691383,292.28690980910187,293.5103607413625,1.118978371580286,0.7755158832927742,60.473666199718124,4.433118146019961,290.15122873724147,98.8840446267755,48.60585951570949,0.9411621141729206,0.005941469832243542,1.1872183230014566,1011.5838375748708,2460860.098951373,290.73798630275553,291.7917069973256,0.9951519918840571,0.7598241920726926,
2021-03-26 13:00:00-07:00,2021-03-26 12:31:54-07:00,1.5,2.160527841547163,292.348520408163,99.57006887755149,48.10804846938773,1.0694448324579646,0.006707902927661686,1.1864692567111859,1012.3428362692634,2455672.293316327,292.36022169085163,293.55650732292884,1.153561226784861,0.7729880048061983,60.487385759828726,4.057123632437122,290.7188140276298,98.90225483528208,47.129823591923554,0.9459296928242429,0.005970572829126558,1.185118642755853,1011.612658272684,2459520.030080766,291.3057053735198,292.3666551504981,1.0611427312413184,0.7601606062534182,
2021-03-26 14:00:00-07:00,2021-03-26 13:32:10-07:00,1.5,2.1751470689322847,292.8506712172924,99.57936518771288,48.47746302616604,1.1118404822837629,0.006974295382999237,1.1845452128226448,1012.6066447177842,2454486.7152559725,292.86237249998106,294.10830280233336,1.181679873110329,0.7771024775636405,60.475872274141686,4.167178356470778,291.1921359034264,98.89641179906445,46.06934190031156,0.9526236361081324,0.006013334994352369,1.183122344711825,1011.6550056449072,2458402.5171320103,291.7789149805241,292.84919924016475,1.1151802369523813,0.7607499448890849,
2021-03-30 09:30:00-07:00,2021-03-30 09:08:08-07:00,1.5,1.9681912785956506,290.3464258982031,99.29184169161584,54.59533308383233,1.0702854891224032,0.0067320854222073494,1.1913123872708318,1012.366784193612,2460399.2384543424,290.35812718089176,291.5505037671722,0.8901119087265235,0.7738340756260674,60.47979359150686,2.664816077780691,289.5827245920985,98.60677766856783,48.38336937291142,0.9036297931089489,0.005719804154920813,1.1862137609906334,1011.3643220546182,2462202.337238055,290.1695419062321,291.18196680660236,0.9640156495725763,0.7556313282951801,
2021-03-30 11:00:00-07:00,2021-03-30 10:36:36.400000-07:00,1.5,2.9664283058957217,293.0387695051264,99.35732411948345,52.19188140882743,1.2110782833579377,0.0076167262121852215,1.1811448179005706,1013.242843967927,2454042.6151983966,293.0504707878151,294.41204276124415,1.1093559502182888,0.7865796464104203,60.47847233690934,3.407387216725044,291.71441577208856,98.66679603633438,47.420121800165305,1.013217328609456,0.006412258979865548,1.178261789429509,1012.0500600677609,2457169.414362099,292.3012202025775,293.44454998826,1.1234649280901123,0.7672848882020984,
2021-03-30 12:30:00-07:00,2021-03-30 12:02:46.500000-07:00,1.5,2.35168208108551,294.8708885941647,99.36837400530503,50.07504641909821,1.3006532767885395,0.008181969227368401,1.173936163408521,1013.802604125863,2449716.9820291772,294.88258987685333,296.35434924524935,1.2967547533565529,0.7939315531809901,60.48085784313606,3.5296875748843695,293.09512867647044,98.68447222222132,48.115257352941065,1.1203888038422285,0.007092153371237932,1.172920843181414,1012.7233594835369,2453909.551194853,293.681956368195,294.9524872291214,1.2081632303364773,0.7778604812921783,
2021-03-30 14:00:00-07:00,2021-03-30 13:32:53.400000-07:00,1.5,3.579105599759409,294.34516342965406,99.31370298436782,55.670454760776906,1.400176565776702,0.008816265568141999,1.1753854274333708,1014.4307477921311,2450958.219142587,294.3568647123427,295.9398929699196,1.1149395255026677,0.8025428731323248,60.478318851529366,5.426920806830655,292.4527597279943,98.6942434831888,52.137780506233355,1.1665752470110444,0.0073850951145549085,1.1756133342258217,1013.0134596919438,2455426.184282205,293.0395626618367,294.3596789378137,1.070910191924305,0.7826077034358528,
2021-03-30 15:30:00-07:00,2021-03-30 15:04:53.400000-07:00,1.5,3.2604636871266606,294.966946721312,99.34297336065642,47.23486168032786,1.2341033635516387,0.007763345482737712,1.1732541731577444,1013.3880410315552,2449490.188790982,294.97864800400066,296.3755609082371,1.378592682651905,0.7879602018397864,60.485660377358315,4.672748844325932,293.52051320754526,98.66339075471669,42.42195094339623,1.0141519198678073,0.006418419097383909,1.1709712614221741,1012.0561604321393,2452905.2183169853,294.10738772911196,295.25888745830207,1.3764781603493756,0.7667096119625162,
2021-03-31 09:30:00-07:00,2021-03-31 09:07:26.700000-07:00,1.5,0.9433618393931041,294.400719071014,99.7511121036168,46.322367128182215,1.169038953660102,0.00732200155242964,1.180340478917303,1012.9509781373711,2450827.052273336,294.41242035370266,295.72739015502214,1.3546640134727386,0.7821015207086891,61.47618328297986,1.6947788211153216,295.21180866062343,99.0431425981878,25.471579053373663,0.6755122906551126,0.004253244320083232,1.1687453930101634,1009.9119878501784,2448912.069752268,295.80834183929704,296.5758103806514,1.9765113206005167,0.7228771135685235,
2021-03-31 11:00:00-07:00,2021-03-31 10:32:37.100000-07:00,1.5,2.081923909723473,296.94357699805084,99.78682943469718,36.14021442495126,1.06442471856946,0.006661726213801107,1.1706521908929715,1012.2971074695273,2444823.3647076017,296.9552782807395,298.1620014853457,1.8808392636900904,0.7707495127062348,61.48232469512142,3.3954755879761103,295.53676829268255,99.08364424542694,30.778525152439084,0.8325638218969025,0.005243092846822437,1.167937000632631,1010.8922348462082,2448144.8400609763,296.13336135668914,297.08048072895633,1.872451502175326,0.7446726466662912,
2021-03-31 12:30:00-07:00,2021-03-31 12:04:19.800000-07:00,1.5,2.3899826506249706,298.6936964160226,99.77099086437129,19.14931131412511,0.6261891208081978,0.003913120069028312,1.1636102626895284,1009.5751628043588,2440691.33276177,298.70539769871124,299.418408451453,2.6438455584353413,0.7138928572044531,61.48241434582132,3.5265780241601363,297.3327870166306,99.07860228411172,16.903790823482282,0.5096393775146534,0.003205669412563109,1.1608245130612165,1008.8745744192614,2443904.4398537353,297.92938095482737,298.5119694480421,2.505301962191683,0.6936475441550427,
2021-03-31 14:00:00-07:00,2021-03-31 13:34:12.400000-07:00,1.5,2.3194973866135866,299.3366238095233,99.71329047619025,17.455409523809482,0.5929546558781793,0.003707115625676798,1.1604396544122235,1009.3711566041078,2439173.381185715,299.34832509221195,300.0252535928284,2.8040132300335143,0.7081352334829398,61.486868415615355,4.69546969892146,297.7843462094607,99.02427659574509,12.447161743441438,0.38556114405442765,0.0024253902311059854,1.158429264723689,1008.1018639458644,2442838.3085994627,298.3809835795989,298.8224346764592,2.712021678451953,0.6663996215145007,
2021-03-31 15:30:00-07:00,2021-03-31 15:05:44.800000-07:00,1.5,2.8882126516307194,298.8915878877405,99.63992614475669,14.7177621861152,0.48696003840800645,0.0030454631668260053,1.1613128931283683,1008.7159221741078,2440224.1109970445,298.90328917042916,299.4585715345723,2.8216953960941673,0.6886367629357035,61.48492748233544,5.140955528639239,297.8962625511343,98.96156768315322,12.503229825213877,0.3898967962988466,0.002454261026794794,1.1572607147141836,1008.130454694835,2442574.074116772,298.4928809950984,298.9397544563056,2.7284718312423744,0.6674291970582994,
2021-04-01 11:00:00-07:00,2021-04-01 10:34:06.500000-07:00,1.5,1.3175178341202114,298.80844353423095,99.31021474546519,21.58363955529551,0.7106155638932726,0.00446280019242341,1.1577911519862851,1010.119511030557,2440420.4148156806,298.8201448169196,299.6336253227908,2.5817650472299536,0.7268691472367868,70.47903954802294,3.5062261455747943,297.9089453860636,98.51879774011147,15.811361581920915,0.49343019453006576,0.003121188458982495,1.152033431659186,1008.7909129309304,2442544.129943504,298.5932660365395,299.1617652086282,2.6273016410777257,0.6902611407442437,
2021-04-01 12:30:00-07:00,2021-04-01 12:04:02.800000-07:00,1.5,2.410291278091689,299.6403113417345,99.30207561156337,21.080163083765754,0.7290377444687967,0.004579193246886807,1.1544821610740092,1010.234775072392,2438456.3749221647,299.65201262442315,300.4890329527249,2.7293688227471984,0.7292419653953489,70.47872873255638,4.988757863805381,298.03526285604977,98.49895947237616,15.463410437774867,0.48622440882620005,0.003076143718286558,1.1513133109071196,1008.7463051242192,2442245.894396866,298.71958047574265,299.2801121359585,2.6581298769426396,0.68877030401793,
2021-04-01 14:00:00-07:00,2021-04-01 13:33:07.100000-07:00,1.5,1.582533312615147,299.8860549229733,99.2109531145351,16.607468184862697,0.5827279399217218,0.00366152421096065,1.1524782340892792,1009.3260074261144,2437876.17432686,299.89775620566195,300.56758677170944,2.926102746581499,0.7061924211253292,70.48239585370757,4.546862392784846,298.2521415998441,98.4235980833168,11.960309016233174,0.38096898258327666,0.0024111079707165566,1.1495963510120157,1008.0877202234007,2441733.843682768,298.936494977888,299.3761635590133,2.804308104038859,0.6651107658649131,
2021-04-01 15:30:00-07:00,2021-04-01 15:03:36-07:00,1.5,2.1618508385055737,297.945525876461,99.15689816360647,22.193622704507508,0.6941181323062322,0.004365676396468424,1.1593518532905402,1010.0233293354227,2442457.7634056755,297.9572271591496,298.7507059077468,2.433438560658803,0.7247334908336576,70.48386245424861,5.180873892286659,296.82343864380664,98.34758350992064,15.9469389327682,0.4662953327941188,0.0029543830678073206,1.154237203253561,1008.6257255520495,2445107.0113619724,297.5078063227735,298.0439670583532,2.457747549416727,0.6850632452281636,
2022-01-18 10:30:00-08:00,2022-01-18 10:09:30.400000-08:00,1.5,1.3987887698275725,288.67250628535504,99.77918856065429,80.01360622250183,1.409958906731997,0.00883655220129549,1.2041000391066967,1014.4508376449429,2464351.3626602767,288.6842075680437,290.24030114066113,0.35219002430253643,0.8055779065900557,60.48627864344359,4.133744224162544,287.74795371219176,99.08829537122007,75.14587419798356,1.2477113273162581,0.00786962813117553,1.1996053433321845,1013.4932927383032,2466534.231285515,288.33483426251365,289.7189778954888,0.41267434339796827,0.7919941119771047,
2022-01-18 11:30:00-08:00,2022-01-18 11:11:35.200000-08:00,1.5,2.5904110514354617,289.46270898234695,99.73296235721716,79.66679906542042,1.4765647001009763,0.009260649377764043,1.2002563482332143,1014.8708210787997,2462485.6940926784,289.4744102650356,291.10965008558827,0.37686071352516604,0.8105907902550367,60.475087924967816,6.759320537261815,288.4668651817115,99.03152754982436,74.12684056271983,1.2891048510337921,0.00813668225768771,1.195929975386429,1013.7577564397882,2464836.881305979,289.0536366105664,290.48831854444927,0.4499478878227374,0.795411773149481,
2022-01-18 12:30:00-08:00,2022-01-18 12:10:14.700000-08:00,1.5,1.7248839870945927,289.81230951675053,99.66394367032352,82.61555588496881,1.5656596737976258,0.009829609729769014,1.1979784525055612,1015.4342625153903,2461660.2872309517,289.8240107994392,291.56181351848886,0.32945518323680334,0.8172628579014822,60.48193473193199,4.277231329723937,289.06905244755234,98.96299090909106,76.81044871794872,1.3883089778205828,0.008772286525643078,1.1926122220585582,1014.3871953463444,2463415.117171329,289.65589064009373,291.20586676468025,0.4191390985713588,0.8036414577643128,
2022-01-18 13:30:00-08:00,2022-01-18 13:08:50.800000-08:00,1.5,1.7247350978349243,290.59091426403614,99.62921313183861,77.76391502276176,1.5482272509810306,0.009722926307037938,1.1943523355758503,1015.3286139218596,2459822.0014226106,290.6026155467248,292.32617531423665,0.4427054978753757,0.8156439870099653,60.48038812785115,3.769853514453907,289.59874885844806,98.92974445740995,72.21080365296793,1.3500180217369866,0.008531965124080504,1.1900310994393812,1014.149205062377,2462164.503945204,290.1855719699465,291.6958424094775,0.5195332828363972,0.8002275993464729,
2022-01-18 14:30:00-08:00,2022-01-18 14:20:53.100000-08:00,1.5,2.8901936311697622,290.11670788614117,99.61800933271151,70.62204386374248,1.3644758528425975,0.008563923501805562,1.1961708510411895,1014.180853443838,2460941.6026808205,290.1284091688298,291.64403804494145,0.5676062254886451,0.8012417273466198,60.4805826859018,7.410237527675793,288.97668007769084,98.90493590455067,68.15971420643729,1.2246975761572585,0.007738179747074514,1.192294336501994,1013.3631194035279,2463633.2083365717,289.56350508633824,290.93032870117435,0.5721080448991647,0.7894098680594223,
2022-01-25 10:30:00-08:00,2022-01-25 10:00:41.600000-08:00,1.5,1.9847047449791464,288.85322963094995,99.46591638438302,62.389584596184754,1.1121994852429506,0.0069845479607384695,1.1995699286564805,1012.6167978455194,2463924.6748413267,288.8649309136386,290.095661401765,0.6704690361803571,0.7786656862157539,60.47987462386881,4.664880092112609,287.6769709127384,98.7794563691075,57.93767803410235,0.9575885611723252,0.006051974072909096,1.1961627901270817,1011.6932699244019,2466701.8216750245,288.2637890170241,289.3279736531708,0.6952021506140269,0.7626371372626272,
2022-01-25 11:30:00-08:00,2022-01-25 11:04:28.900000-08:00,1.5,2.2100836721826016,289.99340444111743,99.46892914171598,60.0082996506985,1.1503783683754985,0.00722514210181732,1.1948895656626508,1012.8550582234296,2461232.7221145215,290.0051057238061,291.2832558642614,0.7666537339698778,0.7819889676436084,60.4749061032834,3.4754318525904218,288.7043802816908,98.78018075117477,55.46724413145548,0.9794144218077696,0.006190387206399455,1.1919146587781204,1011.8303404504975,2464276.108154928,289.29114993759,290.3835527200239,0.7863383880606831,0.7647068636690677,
2022-01-25 12:30:00-08:00,2022-01-25 12:07:29.900000-08:00,1.5,1.7692247930146028,290.859282187271,99.43487545720585,56.08338606437473,1.1356494621691835,0.007134686984887827,1.1909246281876884,1012.7654805211344,2459188.384755853,290.87098346995964,292.1369002561869,0.8892808101678684,0.7802183617190076,60.481808855288726,3.6289194884927913,289.5860799136072,98.75017359611248,49.11639038876872,0.9175159653553159,0.005799547633257991,1.1879249551639999,1011.4432920212155,2462194.415323973,290.17291687871676,291.19946858724165,0.9505284045443118,0.7572780904721849,
2022-01-25 13:30:00-08:00,2022-01-25 13:07:15.200000-08:00,1.5,1.265604313047689,291.9311416850104,99.37082749649731,50.560083049829736,1.095055344519822,0.0068830414842927885,1.185787906745283,1012.5162759818952,2456657.72448169,291.94284296769905,293.16861033420435,1.07079423179631,0.7757640219750744,60.480193948794486,1.7871847301924702,290.59391388673345,98.68347168347427,42.22313938453584,0.8407935813666954,0.005316628299819614,1.1830057400073017,1010.9650570053115,2459814.919313422,291.18073510477853,292.12507594411693,1.1505163818963269,0.7475187587772644,
2022-01-25 14:30:00-08:00,2022-01-25 14:01:40.700000-08:00,1.5,1.5097773236748162,289.60382416165163,99.30470152622756,69.73159501289759,1.3040891175983582,0.008208977001293844,1.1945207755187623,1013.8293499243813,2462152.5211543404,289.6155254443403,291.0657682287703,0.5660661790891093,0.7962784599016494,3.8735,2.27477,289.726,99.2457,60.3206,1.1368905545624108,0.007156191753521404,1.1933083882899747,1012.7867766935123,2461864.064,289.7637707654122,291.0286698805728,0.7478562061833558,0.7807754342753598,
2022-01-28 12:30:00-08:00,2022-01-28 12:10:43.800000-08:00,1.5,1.8613218358387578,294.07872723080436,100.26765229421298,24.077728844823586,0.5957526826132559,0.0037040090458357318,1.187754285717342,1009.3680801580913,2451587.2750080707,294.090428513493,294.75490981407273,1.8785366760416626,0.7104078337414644,60.476976055292624,5.625319026189776,292.8671661318191,99.57830535670196,18.71552456183664,0.4296840243043419,0.00268833761995908,1.1844689572671065,1008.3622607450455,2454447.770762775,293.4539559719629,293.93518699079766,1.8661854977315129,0.6784065704254417,
2022-01-28 13:30:00-08:00,2022-01-28 13:18:43.300000-08:00,1.5,2.0323336507875447,293.84833489618205,100.21971332886905,24.563023442732696,0.599203872379329,0.0037273010109645957,1.1881172075123678,1009.3911461911582,2452131.231310114,293.8600361788707,294.5281721129289,1.8402510008220059,0.7110739015049555,60.49128472222061,4.438002973500044,292.81518012152713,99.52841623263879,19.265952690972213,0.44089611376604826,0.0027599892519812644,1.1840856659123746,1008.433217356237,2454570.5097330743,293.40210948646813,293.8960793543698,1.8475768251955775,0.6809248931247252,
2022-01-28 14:30:00-08:00,2022-01-28 14:04:06.400000-08:00,1.5,1.7496159443693104,293.91570862113093,100.15368380659936,22.794962906114115,0.5583846851379121,0.003475146975652981,1.1870624300421075,1009.1414380499891,2451972.1619455097,293.9274099038196,294.55048888306874,1.8912121290255404,0.7039198526521537,60.48002587991449,3.858382456926491,292.9963923395441,99.47096247411937,19.33152432712219,0.447398495772361,0.002802383601319704,1.1826702006466454,1008.4752004803869,2454142.667686336,293.58321191873796,294.0850789137473,1.866948206544639,0.6822902244894351,
2022-01-28 15:30:00-08:00,2022-01-28 15:04:53.800000-08:00,1.5,2.2549758906993693,294.0314021937841,100.09655319926833,20.41872943327236,0.503750197217335,0.003136270066997299,1.1859187267601,1008.8058482473474,2451699.0094204755,294.04310347647277,294.6056446126153,1.9633484479925527,0.693602217431111,60.47689480354582,5.146162308458665,293.1715133079845,99.40944613434719,17.2748618504436,0.4041616235574895,0.0025327116268527646,1.1812329779406618,1008.2081443240724,2453729.2070798483,293.758302355837,294.2121454472323,1.9354323312683266,0.67239804642409,
